time,springDeflFL,springDeflFR,camberFL,camberFR,cmComFL,cmComFR,cmCamKinFL,cmCamKinFR,cmCamFL,cmCamFR,cmPitchCenterL,cmPitchCenterR
57.8699999999558,-0.0228822220679058,0.0268654920542522,-0.0100498004976949,-0.00592086200463624,-0.0242049973458052,0.0196180325001478,-0.00998620223253965,-0.00597969256341457,-0.00471615372225642,0.0020115333609283,2.18103456497192,-1.65526056289673
57.8799999999558,-0.0228817481061873,0.0268622271715663,-0.0100495535870385,-0.00592052209456771,-0.024204395711422,0.0196166019886732,-0.00998595729470253,-0.00597935542464256,-0.00471606105566025,0.00201157270930707,2.18103075027466,-1.65481603145599
57.8899999999558,-0.0228814281912768,0.0268588563273563,-0.0100493215509277,-0.00592018540038733,-0.0242038276046515,0.0196151863783598,-0.0099857272580266,-0.00597902201116085,-0.00471597816795111,0.00201161694712937,2.18102693557739,-1.65437984466553
57.8999999999558,-0.0228810816645428,0.0268555525563278,-0.0100491043893846,-0.00591985192207131,-0.0242032930254936,0.0196137856692076,-0.00998551212251186,-0.00597869278863072,-0.00471590645611286,0.00201166630722582,2.18102359771729,-1.65395176410675
57.9099999999557,-0.0228807103209593,0.0268523154885073,-0.0100489023993141,-0.00591952162590078,-0.0242027919739485,0.0196123998612165,-0.00998531188815832,-0.00597836636006832,-0.00471584498882294,0.00201172078959644,2.18102025985718,-1.65353143215179
57.9199999999557,-0.0228804922734971,0.026848962751792,-0.0100487159287928,-0.00591919364895888,-0.0242023263126612,0.0196110252290964,-0.0099851256236434,-0.00597804365679622,-0.00471579423174262,0.00201178062707186,2.18101716041565,-1.65311872959137
57.9299999999557,-0.0228802489295424,0.0268456723038787,-0.0100485446809533,-0.00591886892150845,-0.0242018960416317,0.0196096654981375,-0.00998495519161224,-0.00597772374749184,-0.00471575418487191,0.00201184558682144,2.1810142993927,-1.65271329879761
57.9399999999557,-0.0228800405581279,0.0268423824724711,-0.0100483886046396,-0.00591854647954652,-0.0242014992982149,0.0196083169430494,-0.00998479872941971,-0.00597740663215518,-0.00471572484821081,0.00201191590167582,2.18101167678833,-1.65231502056122
57.9499999999556,-0.0228798687592471,0.0268390943492693,-0.0100482477510371,-0.00591822594215198,-0.024201137945056,0.0196069777011871,-0.00998465716838837,-0.00597709231078625,-0.00471570668742061,0.00201199157163501,2.18100929260254,-1.65192377567291
57.9599999999556,-0.0228797308860672,0.0268358037047544,-0.0100481221201577,-0.00591790820589362,-0.0242008119821548,0.0196056514978409,-0.00998453143984079,-0.00597678124904633,-0.00471569923684001,0.00201207282952964,2.18100714683533,-1.65153908729553
